Application Number,Type of Tax Credit Funding,Construction Type,Developer,Housing Type,Project Address,Project Name,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Annual Federal Award,Total State Award,,,
CA-2017-725,4 %,New Construction,Cesar Chavez Foundation,Large Family,"5070 East Kings Canyon Road, Fresno CA 93727",Kings Canyon,Fresno,93727,,Fresno,31,14,16,4220.00,054-1744-025,Preliminary Reservation,,,135,134,0,65,36,34,0,0,0,,14,14,14,14,14,0,64,,,"Vista Del Monte Affordable Housing, Inc.",Kristopher Forsythe,"316 West 2nd Street, Suite 600",Los Angeles,CA,90403,2133620260,,"Kings Canyon Affordable Housing, LLC",,,,,"Cesar Chavez Foundation, Inc.",Kristopher Forsythe,316 W 2nd St #600,Los Angeles,CA,90012,2133620260,,"$1,005,183","$4,001,238",,,
CA-2017-726,,Acquisition/Rehabilitation,,Special Needs,"10203 San Pablo Avenue, El Cerrito, CA 94530",Church Lane and Idaho Apartments (Site B),El Cerrito,94530,,Contra Costa,15,9,11,3892.00,510-032-008-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-726,4 %,Acquisition/Rehabilitation,Resources for Community Development,Special Needs,"2555 Church Lane, San Pablo, CA 94806",Church Lane and Idaho Apartments (Site A),San Pablo,94806,,Contra Costa,15,9,11,3690.01,417-090-015-5,Preliminary Reservation,,,51,49,28,8,7,6,2,0,0,,25,0,7,0,7,0,10,,,Resources for Community Development,Daniel Sawislak,2220 Oxford Street,Berkeley,CA,94704,5108414410,,RCD GP LLC,,,,,The John Stewart Company,Steve McElroy,"1388 Sutter Street, 11th Floor",San Francisco,CA,94109,4153454400,,"$783,961","$1,739,142",,,
CA-2017-729,4 %,New Construction,PATH Ventures,Special Needs,"333 N. Westmoreland Avenue, Los Angeles, CA 90004",PATH Metro Villas - Phase 2,Los Angeles,90004,,Los Angeles,53,24,34,1927.00,5501-002-032,Preliminary Reservation,,,122,120,60,60,2,0,0,0,0,,61,0,0,30,0,0,29,,,"PV Metro Villas Phase 2 GP, LLC",Amy Anderson,340 N. Madison Avenue,Los Angeles,CA,90004,3236442270,,"PV Metro Villas Phase 2 GP, LLC",,,,,The John Stewart Company,Lori Horn,"888 Figueroa Street, Suite 700",Los Angeles,CA,90064,2138331860,,"$1,741,779","$5,359,319",,,
CA-2017-732,4 %,New Construction,"McCormack Baron Salazar, Inc.",Non-Targeted,"2800 Arelious Walker Drive, San Francisco, CA 94124",Alice Griffith Phase 4,San Francisco,94124,,San Francisco,17,11,12,234.00,8812-001,Preliminary Reservation,,,31,29,0,12,5,0,9,3,0,,0,0,0,0,16,0,13,,,"Alice Griffith Phase 4, L.P.",Yusef Freeman,"720 Olive Street, Suite 2500",St. Louis,MO,63101,4158000526,,"Alice Griffth Phase 4 MBS GP, Inc",Tabernacle Community Development Corportation,,,,McCormack Baron Management,Tim Zaleski,"720 Olive Street, Suite 2500",St. Loius,MO,63101,3143352712,,"$1,033,474",,,,
CA-2017-733,4 %,Acquisition/Rehabilitation,"Century Affordable Development, Inc.",Non-Targeted,"475 West 5th Street and 505 West 6th Street, Long Beach, CA 90802",Beachwood Apartments,Long Beach,90802,,Los Angeles,70,33,47,0.00,7280-01-105 and 7272-001-114,Preliminary Reservation,,,45,44,0,32,12,0,0,0,0,,0,0,0,0,9,0,35,,,"Century Beachwood Apartments, L.P.",Oscar Alvarado,1000 Corporate Pointe,Culver City,CA,90230,3106422079,3106422083,"CADI X, LLC",,,,,SK Management,Chris White,15910 Ventura Blvd,Encino,CA,91436,8182907407,8182907411,"$564,950",,,,
CA-2017-734,,Acquisition/Rehabilitation,,Non-Targeted,"112 Alves Ln, Bay Point, CA  94565",Carena Scattered Site Renovation (Site C - Elaine Null Apartments),Bay Point,94520,,Contra Costa,14,7,11,3141.04,Elaine Null: 097-041-009-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-734,4 %,Acquisition/Rehabilitation,Resources for Community Development,Non-Targeted,"2501 Camara Circle, Concord, CA  94520",Carena Scattered Site Renovation (Site A - Camara Circle),Concord,94520,,Contra Costa,14,7,11,3362.01,"Camara: 126-202-042-1-01, 126-202-043-9-01, 126-202-077-7-01, 126-202-078-5-01, 126-202-032-2-01,126-202-034-8-01 and 126-202-079-3-01",Preliminary Reservation,,,113,111,0,40,61,10,0,0,0,,0,0,0,0,51,0,60,,,"Carena Associates, L.P.",Daniel Sawislak,2220 Oxford Street,Berkeley,CA,94704,5108414410,5105483502,"RCD GP, LLC",,,,,The John Stewart Company,Ezra Strange,"1388 Sutter Street, 11th Floor",San Francisco,CA,94109,4153454400,4156149175,"$1,196,219",,,,
CA-2017-734,,Acquisition/Rehabilitation,,Non-Targeted,"2050 Riley Court, Concord, CA 94520 ",Carena Scattered Site Renovation (Site B - Riley Court),Concord,94520,,Contra Costa,14,7,11,3362.01; 3362.02,Riley: 128-200-062-7 and 128-200-063-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-735,4 %,New Construction,East Bay Asian Local Development Corporation,Large Family,"35th Avenue, Oakland, CA 94601",Fruitvale Transit Village II-A,Oakland,94601,,Alameda,18,9,13,4061.00,33-2177-21,Preliminary Reservation,,,94,92,0,23,46,23,0,0,0,,23,0,17,0,32,0,20,,,"Fruitvale Transit Village II-A, L.P.",Joshua Simon,"1825 San Pablo Avenue, Ste. 200",Oakland,CA,94612,5106061840,5107634143,EBALDC Transit Village LLC,Unity Council Transit Village II-A LLC,,,,East Bay Asian Local Development Corporation,Felicia Scruggs,"1825 San Pablo Avenue, Ste. 200",Oakland,CA,94612,5106061833,5107634143,"$2,079,034",,,,
CA-2017-736,4 %,Acquisition/Rehabilitation,Orbach Group,Large Family,"360 West 3rd Street, San Pedro, CA 90731",Verdes Del Oriente,San Pedro,90731,,Los Angeles,70,35,47,141689845.00,7455-016-031; 7455-014-032,Preliminary Reservation,,,113,112,0,8,35,53,16,0,0,,0,0,0,0,41,0,71,,,OAHS Verdes Del Oriente LP,Jay Reinhard,"720 East Palisade Avenue, Suite 204",Englewood Cliffs,NJ,07632,2017933121,,OAHS Verdes Del Oriente GP LLC,"PH Fairwood Holdings, LLC",,,,Orbach Affordable Management,Harry Tawil,"720 East Palisade Ave., Suite 204",Englewood Cliffs,NJ,07632,2017933122,,"$1,782,385",,,,
CA-2017-737,4 %,Acquisition/Rehabilitation,KDF Communities,Seniors,"111 Holly Drive, Camarillo, CA 93010",Park Glenn Seniors,Camarillo,93010,,Ventura,44,19,26,56.00,162-0-160-200 162-0-160-490,Preliminary Reservation,,,18,17,0,17,0,0,0,0,0,,0,0,0,0,2,15,0,,,Park Glenn Seniors 2017 LP,Chris Burns,230 Newport Center Drive # 210,Newport Beach,CA,92660,9497191888,9497191897,AHA Ventura MGP LLC,PGS 2017 Holdings LLC,,,,VPM Management Inc.,Scott Barker,2400 Main Street Suite 201,Irvine,CA,92614,9498631500,9498631801,"$135,837",,,,
CA-2017-738,4 %,Acquisition/Rehabilitation,"Eden Housing, Inc.",Non-Targeted,"2036 Evans Lane, San Jose, CA 95125",Catalonia Apartments,San Jose,95125,,Santa Clara,15,27,19,5031.23,455-31-051,Preliminary Reservation,,,50,49,0,0,0,36,13,0,0,,0,0,0,0,11,0,38,,,"Eden Housing, Inc. and Catalonia Two, L.P., an Ede",Linda Mandolini,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,Catalonia Two LLC,,,,,Eden Housing Management,Jan Peters,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,"$1,066,271",,,,
CA-2017-739,4 %,Acquisition/Rehabilitation,Peoples' Self-Help Housing Corp.,Seniors,"2940 Spring Street, Paso Robles, CA 93446",Los Robles Terrace,Paso Robles,93446,,San Luis Obispo,35,17,24,101001025.00,008-081-027 and 008-081-028,Preliminary Reservation,,,40,39,10,29,0,0,0,0,0,,0,0,0,0,39,0,0,,,Peoples' Self-Help Housing Corporation,Darya Oreizi,3533 Empleo Street,San Luis Obispo,CA,93401,8055402472,8055441901,Peoples' Self-Help Housing,,,,,The Duncan Group,Joe Thompson,3533 Empleo Street,San Luis Obispo,CA,93401,8055402461,8055441901,"$393,295",,,,
CA-2017-740,4 %,New Construction,East LA Community Corporation,Special Needs,"9041 N. Laurel Canyon Blvd, Los Angeles, CA 91352",Sun Valley Senior Veterans Apartments,Los Angeles,91352,,Los Angeles,39,18,29,1212.10,2629-032 & 2629-032-017 (new: 2629-032-006,Preliminary Reservation,,,96,94,0,88,6,0,0,0,0,,54,0,0,0,40,0,0,,,East LA Community Corporation,Ernesto Espinoza,"2917 E. 1st Street, Suite 101",Los Angeles,CA,90033,3232694214,3232611065,East LA Community Corporation,"New Directions Housing, LLC",,,,John Stewart Company,Lori Horn,"888 S. Figueroa Street, Suite 700",Los Angeles,CA,90017,2137872700,2138331864,"$1,027,885",,,,
CA-2017-741,4 %,Acquisition/Rehabilitation,Levy Affiliated,Non-Targeted,"525 W 127th Street, Los Angeles, CA 90044",Harbor City Lights (Site A),Los Angeles,90044,,Los Angeles,64,35,43,0.00,,Preliminary Reservation,,,110,108,0,0,29,72,7,0,0,,0,51,0,0,0,0,57,,,"Levy Affiliated Holdings, LLC (to be formed LIH Ha",Jacob Levy,"201 Wilshire Blvd, 2nd Floor",Santa Monica,CA,90401,3108837900,3109171101,Central Valley Coalition for Affordable Housing,"Harbor Magnolia, LLC (proposed and to be formed)",,,,"Platinum Realty Management, Inc.",Sasa Potestas,"201 Wilshire Boulevard, 2nd Floor",Santa Monica,CA,90401,3108837900,3108837910,"$716,945",,,,
CA-2017-741,,Acquisition/Rehabilitation,,Non-Targeted,"2885 Leeward Avenue, Los Angeles, CA  90005",Magnolia City Lights (Site B),Los Angeles,90005,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-742,4 %,Acquisition/Rehabilitation,"Eden Housing, Inc.",Non-Targeted,"1151 25th Street, San Diego, CA 92154",Coronado Terrace,San Diego,92154,,San Diego,78,39,51,101.06,634-030-25-00 ; 634-030-26-00,Preliminary Reservation,,,312,310,0,0,266,44,0,0,0,,32,0,0,0,63,0,215,,,"Eden Coronado Terrace 2, L.P.",Andy Madeira,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,Eden Coronado Terrace GP LLC,,,,,"Eden Housing Management, Inc.","Jan Peters, VP/COO",22645 Grand Street,Hayward,CA,94541,5105821460,,"$3,859,662",,,,
CA-2017-744,4 %,New Construction,Meta Housing Corporation,Large Family,"111 Lewis Street, Gilory, CA 95020",The Cannery,Gilory,95020,,Santa Clara,30,17,20,5126.04,"841-04-029
",Preliminary Reservation,,,104,103,0,5,70,28,0,0,0,,0,0,0,0,11,0,92,,,"Gilroy Lewis Street, L.P.",Chris Maffris,"1640 S. Sepulveda Blvd., Suite 425",Los Angeles,CA,90025,31057553543,3105753563,"Gilroy Lewis Street, LLC","WCH Affordable XXXI, LLC",,,,Cambridge Real Estate Services,Jeffrey S. Passadore,"1107 NW 14th Ave., #200",Portland,OR,97209,5034500233,5037020535,"$1,651,246",,,,
CA-2017-745,4 %,New Construction,"Affirmed Housing Group, Inc.",Large Family,"6041 Pacific Place, San Diego, CA 92130",Luna at Pacific Highlands Ranch (Site A - Lot 16),San Diego,92130,,San Diego,77,38,52,215.00,305-250-18-00,Preliminary Reservation,,,79,77,0,14,39,20,4,0,0,,0,0,0,0,8,0,69,,,"Affirmed Housing Group, Inc.",Sydney Connell,13520 Evening Creek Drive N Suite 160,San Diego,CA,92128,8586792464,8586799076,"Affirmed Housing Group, Inc. will be GP in TBF Partnership","NEXUS For Affordable Housing, Inc.",,,,Solari Enterprises,Gianna Solari,1507 Yale,Orange,CA,92867,7142822520,7142822517,"$1,213,317",,,,
CA-2017-745,,New Construction,,Large Family,"13388 Highlands Place, San Diego, CA 92130",Luna at Pacific Highlands Ranch (Site B - Lot 20),San Diego,92130,,San Diego,,,,215.00,305-250-11-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-747,4 %,Acquisition/Rehabilitation,Community HousingWorks,Non-Targeted,"1265 Monument Blvd, Concord, CA 94520",Sunridge Apartments,Concord,94520,,Contra Costa,14,7,11,3362.02,128-262-021 & 128-262-022,Preliminary Reservation,,,198,196,0,84,98,14,0,0,0,,0,0,0,0,20,0,176,,,"Monument Boulevard Housing Associates, L.P.",Anne B. Wilson,"2815 Camino del Rio South, Suite 350",San Diego,CA,92108,6194508709,6192824145,"Concord Victory Lane, LLC",,,,,ConAm Management,Daniel J. Limata,"7580 N. Ingram Ave., Ste. 104",Fresno,CA,93711,5594219021,5592298482,"$1,780,437",,,,
CA-2017-748,4 %,New Construction,Self-Help Enterprises,Large Family,"Hermosa Street, Lindsay, CA 93247",Lindsay Village,Lindsay,93247,,Tulare,26,14,22,28.00,205-040-005,Preliminary Reservation,,,50,49,0,14,18,17,0,0,0,,4,0,11,0,34,0,0,,,Self-Help Enterprises,Betsy McGovern-Garcia,8445 W. Elowin Court,Visalia,CA,93291,5598021653,5596513634,Self-Help Enterprises,,,,,A.W.I. Property Management,Linda Frazier,120 Center Street/P.O. Box 550,Auburn,CA,95604,5307456170,5307456171,"$603,717",,,,
CA-2017-749,4 %,New Construction,West Hollywood Community Housing Corporation,Special Needs,"252 S Rampart Blvd, Los Angeles, CA 90057",Rampart Mint,Los Angeles,90057,,Los Angeles,51,24,34,2086.20,5155-025-900,Preliminary Reservation,,,23,22,22,0,0,0,0,0,0,,22,0,0,0,0,0,0,,,"252 Rampart Apartments, L.P.",Jesse Slansky,7530 Santa Monica Blvd,West Hollywood,CA,90046,3236508771,3236504745,West Hollywood Community Housing Corporation,Affordable Living for the Aging,,,,Affordable Living for the Aging,Vivian Ramirez,2029 Century Park East #4393,Los Angeles,CA,90067,3236507988,,"$483,459",,,,
CA-2017-750,4 %,Acquisition/Rehabilitation,Rosecrans Manor,Special Needs,"1101 N Central Ave, Compton, CA 90220",E. Boyd Esters Manor,Compton,90220,,Los Angeles,64,35,44,5412.00,6134-020-072 and 6134-020-073,Preliminary Reservation,,,50,49,12,37,0,0,0,0,0,,0,0,0,0,20,0,29,,,"Southeast Senior Housing Preservation, L.P.",Delores Zurita,"500 S. Grand Ave, 22nd Floor",Los Angeles,CA,90071,3106899925,,"Rosecrans Manor, a California Nonprofit Corporation",,,,,"Monfric, Inc.",John Grady,1915 Morena Blvd,San Diego,CA,92110,6192766271,,"$383,031",,,,
CA-2017-751,4 %,New Construction,Pacific West Companies,Large Family,"8627 Bow Street, Elk Grove, CA 95624",Bow Street Apartments,Elk Grove,95624,,Sacramento,,,,93.22,115-0162-033 (a portion of),Preliminary Reservation,,,48,48,0,12,24,12,0,0,0,,3,0,0,3,23,0,19,,,"Elk Grove Pacific Associates II, a California Limi",Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616,2084610022,2084613267,"TPC Holdings V, LLC","Kelley Ventures, LLC","Pacific Housing, Inc.",,,U.S. Residential Group LLC,Ed Quigley,"15771 Rockfield Blvd., Ste. 200",Irvine,CA,92618,(949) 597-9700,(949) 597-9800,"$444,232",,,,
CA-2017-752,4 %,New Construction,"Eden Housing, Inc.",Senior,"47003 Mission Falls Court, Fremont, CA 94539",Mission Court Senior Apartments (formerly Parc 55),Fremont,94539,,Alameda,,,,4415.03,519-1691-008,Preliminary Reservation,,,44,44,0,36,8,0,0,0,0,,14,0,0,8,22,0,0,,,"Eden Housing, Inc.",Linda Mandolini,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,"Eden Investments, Inc.",,,,,"Eden Housing Management, Inc.",Jan Peters,22645 Grand Street,Hayward,CA,94541,(510) 582-1460,(510) 582-6523,"$641,406",,,,
CA-2017-753,4 %,New Construction,Mercy Housing California,Large Family,"455 Fell Street, San Francisco, CA 94102",455 Fell,San Francisco,94102,,San Francisco,17,11,12,16200.00,"Block no. 831, Lot no. 24",Preliminary Reservation,,,108,107,1,57,41,8,0,0,0,,0,0,0,0,21,0,53,,,"455 Fell, L.P., a California Limited Partnership",Tim Dunn,1360 Mission Street #300,San Francisco,CA,94103,4153557113,,Mercy Housing Calwest,SFHDC 455 Fell LLC,,,,Mercy Housing Management Group,Michael Liebe,1360 Mission Street #300,San Francisco,CA,94103,4153557132,4153557101,"$2,550,757",,,,
CA-2017-754,4 %,Acquisition/Rehabilitation,ROEM Development Corporation,Large Family,"1501 Alamo Drive, Vacaville, CA 95687",Alamo Garden Apartments,Vacaville,95687,,Solano,11,3,3,2531.07,0132-060-190,Preliminary Reservation,,,182,181,0,68,107,5,0,0,0,,0,0,0,0,19,0,161,,,ROEM Development Corporation,Brett Granum,1650 Lafayette Street,Santa Clara,CA,95050,4089845600,4089843111,"Pacific Housing, Inc.",To Be Formed LLC,,,,"FPI Management, Inc.",Cynthia Wray,800 Iron Road,Folsom,CA,95630,9163575312,9163575310,"$987,865",,,,
CA-2017-755,4 %,New Construction,MW Development,Large Family,"691 Riverside Street, Ventura, CA 93001",Riverside Apartments,Ventura,93001,,Ventura,37,19,26,23.00,071-0-040-180,Preliminary Reservation,,,23,22,0,0,14,8,0,0,0,,0,0,0,0,4,0,18,,,MW Development,Michael Weyrick,"3911 North Ventura Ave., Suite B",Ventura,CA,93001,8054517268,8056439046,"Affordable Housing Alliance II, dba Integrity Housing",MW Development,,,,ConAm Management Corporation,Daniel Limata,"3990 Ruffin Road, Suite 100",San Diego,CA,92123,5594219021,8586141644,"$303,098",,,,
CA-2017-756,4 %,New Construction,Chinatown Community Development Center,Special Needs,"1150 Third Street, San Francisco, CA 94158",1150 Third Street (Mission Bay South Block 3 East),San Francisco,94158,,San Francisco,17,11,12,607.00,"Block 8711, Lot 026",Preliminary Reservation,,,119,118,12,55,30,21,0,0,0,,0,0,0,0,22,0,96,,,"MB3E, L.P.","Whitney Jones, Director of Housing Development",1525 Grant Avenue,San Francisco,CA,94133,4159290757,,CCDC-MB3E LLC,Swords-MB3E LLC,,,,Chinatown Community Development Center,Gordon Leung,1525 Grant Avenue,San Francisco,CA,94133,4159541499,4153627992,"$3,124,485",,,,
CA-2017-758,4 %,Acquisition/Rehabilitation,"Eden Housing, Inc.",Non-Targeted,"9005 Kern Avenue, Gilroy, CA 95020",The Redwoods + Wheeler Manor; Scattered-Site (Site A - The Redwoods),Gilroy,95020,,Santa Clara,30,17,20,5125.05,790-04-067,Preliminary Reservation,,,141,139,0,116,6,12,5,0,0,,0,68,0,0,37,0,34,,,"Eden Housing, Inc. and Redwoods Wheeler, L.P., an",Linda Mandolini,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,Redwoods Wheeler LLC,,,,,"Eden Housing Management, Inc.",Jan Peters,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,"$1,675,223",,,,
CA-2017-758,,Acquisition/Rehabilitation,,Non-Targeted,"651 W. Sixth Street, Gilroy, CA 95020",The Redwoods + Wheeler Manor; Scattered-Site (Site B - Wheeler Manor),Gilroy,95020,,Santa Clara,,,,5125.08,799-18-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-759,4 %,New Construction,"Many Mansions, a California nonprofit corporation",Non-Targeted,"5527 South Saviers Road., Oxnard, CA 93033",Ormond Beach Villas (a.k.a Vista Pacifica),Oxnard,93033,,Ventura,44,19,26,45.06,222-0-011-280 and 222-0-011-270,Preliminary Reservation,,,40,39,0,15,19,5,0,0,0,,0,0,0,0,25,0,14,,,Ormond Beach LP,Rick Schroeder,5527 & 5557 South Saviers Road.,Oxnard,CA,93033,8054964948,8054971305,Ormond Beach LLC,,,,,"Many Mansions, a California nonprofit corporation",Alexander Russell,1259 E. Thousand Oaks Blvd.,Thousand Oaks,CA,91362,8054964948,8054971305,"$649,558",,,,
CA-2017-760,4 %,Acquisition/Rehabilitation,"Century Affordable Development, Inc.",Large Family,"6509 Rita Avenue, Huntington Park, CA 90255",Casa Rita Apartments,Huntington Park,90255,,Los Angeles,53,33,40,5326.05,6322-005-028,Preliminary Reservation,,,103,102,0,0,72,30,0,0,0,,0,0,0,0,21,0,81,,,"Casa Rita, LP",Oscar Alvarado,1000 Corporate Pointe,Culver City,CA,90230,3106422079,3106422083,"CADI Eleven, LLC",,,,,John Stewart Companies,Lori Horn,"888 South Figueroa Street, Suite 700",Los Angeles,CA,90017,2138331860,2138331866,"$798,421",,,,
CA-2017-761,4 %,Acquisition/Rehabilitation,"Community Preservation Partners, LLC",Large Family,"46211 Jackson Street, Indio, CA 92201",Desert Oasis Apartments,Indio,92201,,Riverside,56,28,36,495.00,614-060-015,Preliminary Reservation,,,90,89,0,3,28,48,10,0,0,,0,0,0,0,18,0,71,,,"Desert Oasis Community Partners, LP",Karen Buckland,17782 Sky Park Circle,Irvine,CA,92614,9492368135,7146624412,"WNC - Desert Oasis GP, LLC",JHC-Desert Oasis LLC,,,,"FPI Management, Inc.",June Valle,"3187 Red Hill Avenue, ST 220",Costa Mesa,CA,92626,7146415110,,"$717,441",,,,
CA-2017-762,4 %,Acquisition/Rehabilitation,"Highridge Costa Housing Partners, LLC",Large Family,"161 W. Stroube Street, Oxnard, CA 93036",Vineyard Gardens Apartments,Oxnard,93036,,Ventura,37,19,26,50.04,132-0-060-145,Preliminary Reservation,,,62,61,0,0,32,29,0,0,0,,20,0,21,0,20,0,0,,,"Vineyard Oxnard AR, L.P.",Thomas Erickson,330 W. Victoria Street,Gardena,CA,90248,4242582918,4242582919,"WCH Affordable XXVII, LLC","HCHP Affordable Multi-Family, LLC",,,,Western National Property Management,Laura Khouri,8 Executive Circle,Irvine,CA,92614,9498626201,,"$345,562",,,,
CA-2017-763,4 %,Acquisition/Rehabilitation,"Highridge Costa Housing Partners, LLC",Seniors,"1598 Mesquite Drive, Salinas, CA 93905",Montecito at Williams Ranch,Salinas,93905,,Monterey,30,12,20,106.04,153-481-010-000,Preliminary Reservation,,,132,130,0,105,25,0,0,0,0,,0,0,0,0,33,0,97,,,"Montecito Salinas AR, L.P.",Thomas Erickson,330 W. Victoria Street,Gardena,CA,90248,4242582918,4242582919,"CHBA Affordable VIII, LLC","HCHP Affordable Multi-Family, LLC",,,,WinnResidential California L.P.,Deirdre A. Kuring,Six Faneuil Marketplace,Boston,MA,02109,5594353434,,"$616,605",,,,
CA-2017-764,4 %,Acquisition/Rehabilitation,Reiner Communities,Seniors,"1365 N Waterman Ave, San Bernardino, CA 92404",Beautiful Light Inn,San Bernardino,92404,,San Bernardino,40,23,31,63.01,,Preliminary Reservation,,,100,99,0,99,0,0,0,0,0,,0,0,0,0,20,0,79,,,"BLI Affordable, LP",Sean Burrowes,"100 Spectrum Center Drive, Suite 830",Irvine,CA,92618,9497530555,9497537590,AHCDC BLI LLC,BLP ALP LLC,,,,LOMCO,Kent Davis,3787 Worsham Ave,Long Beach,CA,90808,5624442425,,"$572,858",,,,
CA-2017-765,4 %,Acquisition/Rehabilitation,EAH Inc.,Seniors,"14520 Fruitvale Avenue, Saratoga, CA 95070",Fellowship Plaza,Saratoga,95070,,Santa Clara,28,15,18,5073.01,397-12-016,Preliminary Reservation,,,150,148,0,144,4,0,0,0,0,,0,30,0,0,118,0,0,,,"Fellowship Plaza, LP",Errol Dominguez,"2169 E. Francisco Blvd., Suite B",San Rafael,CA,94901,4152958855,,"Fellowship Plaza, LLC",,,,,EAH Inc.,Dianna Mastroianni,"2169 E. Francisco Blvd., Suite B",San Rafael,CA,94901,4152958891,4152958891,"$3,652,957",,,,
CA-2017-766,4 %,Acquisition/Rehabilitation,Preservation Partners,Seniors,"1714 1st Ave, Oakland, CA 94606",Lake Merritt Apartments,Oakland,94606,,Alameda,18,9,13,4053.02,20-129-8-3,Preliminary Reservation,,,55,55,0,54,0,0,0,0,0,,0,0,0,0,54,0,0,,,Lake Merritt II Preservation Limited Partnership,William Szymczak,"21515 Hawthorne Blvd, Suite 390",Torrance,CA,90503,3108026670,3108026681,Lake Merritt II Preservation Partners LLC,JHC-Lake Merritt LLC,,,,Preservation Partners Management Group,William Szymczak,21515 Hawthorne Blvd Su 390,Torrance,CA,90503,3108026670,,"$1,125,602",,,,
CA-2017-767,4 %,Acquisition/Rehabilitation,Klein Financial Corporation,Non-Targeted,"3644 Kings Way, Sacramento, CA 95821",Kensington Apartments,Sacramento,95821,,Sacramento,8,6,7,60.02,269-0090-050-0000,Preliminary Reservation,,,301,61,10,16,30,5,0,0,0,,0,0,0,0,61,0,0,,,"Kensington Apartments, LP",Alan Bogomilsky,"550 S. California Ave., Suite 330",Palo Alto,CA,94306,6508330100,,"Kensington Apartments, GP LLC","Casa Major, Inc","Kensington Apartments, LLC",,,Alliance Residential Company,Annette Thurman,1850 Mt. Diablo Blvd.,Walnut Creek,CA,94596,9257460708,,"$280,263",,,,
CA-2017-768,4 %,Acquisition/Rehabilitation,"Eden Housing, Inc.",Non-Targeted,"860 Mantelli Drive, Gilroy, CA 95020",Monterra Village,Gilroy,95020,,Santa Clara,30,17,19,5125.05,790-51-067 & 790-04-072,Preliminary Reservation,,,34,33,0,0,14,16,3,0,0,,0,33,0,0,0,0,0,,,"Eden Housing, Inc. and MRW, L.P., an Eden-controll",Linda Mandolini,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,MRW GP LLC,,,,,"Eden Housing Management, Inc.",Jan Peters,22645 Grand Street,Hayward,CA,94541,5105821460,5105820122,"$344,628",,,,
CA-2017-769,4 %,New Construction,Community Housing Dev. Corp.,Large Family,"1500 Fred Jackson Way, Richmond, CA  94801",Heritage Point,Richmond,94801,,Contra Costa,15,9,11,,"409-080-007,-013,-014,-015,-016,-02",Preliminary Reservation,,,42,41,0,12,16,13,0,0,0,,5,0,0,1,35,0,0,,,"Heritage Point A/G, L.P.","Donald Gilmore, Executive Director",1535-A Fred Jackson Way,Richmond,CA,94801,5104129250,5102159276,"Heritage Point A/G, LLC",,,,,North Richmond Econ. Dev. Corp,Shane Sutherland,1535-A Fred Jackson Way,Richmond,CA,94801,5104129290,5102159276,"$1,035,309",,,,
CA-2017-770,4 %,New Construction,"Domus Development, LLC",Large Family,"230 South Sunshine Avenue, El Cajon, CA 92020",Cornerstone Place,El Cajon,92020,,San Diego,71,38,53,158.02,"487-342-03-00, 487-342-06-00",Preliminary Reservation,,,70,69,0,48,0,21,0,0,0,,0,0,6,0,20,0,43,,,"South Sunshine Associates, L.P. and Community Resi",Monique Hastings,"9 Cushing, Suite 200",Irvine,CA,92618,9499237805,9495850449,Domus GP LLC,"Community Resident Services, Inc.",,,,Domus Management Company,Cathy Metcalf,P.O. Box 379,Lodi,CA,95241,2093659010,2093659015,"$1,136,649",,,,
